text,class,predicted_class,polarity,weight,significant_words
"b'if you want younger person to be our PM,can you suggest 1?\nTun M is just a stepping stone for gov change,not necess https://t.co/UBaX1pliAM'",1,1,0.5,1.0,you+want+younger+person+to+be+our+can+you+suggest+is+just+a+stepping+stone+for+gov+change+not+necess
"b'RT @sabatinidzue: Suami ckp smlm masa Solat Jumaat\n\nHabis solat, Imam baca doa.\n\nDah elok bahasa Arab, tiba - tiba..\n\nYa Allah, bantulah D'",1,1,0.15,1.0,ckp+smlm+masa+solat+baca+elok+bahasa+tiba+bantulah
"b'Najib: We stick around, they hop around - Free Malaysia Today https://t.co/DW7ZMcQ35s https://t.co/jDA9z7Rcpx'",1,1,0,0.0,stick+around+they+hop+around
b'RT @bongkersz: Yang penting Najib bangga.\n\nhttps://t.co/H3x3CdheNY',1,1,0,0.0,penting
b'RT @Fred9Fareed: Sebab tu PRU 14 ni kita kena tolak UMNO dan PAS. Satu parti mainkan isu sentimen perkauman. Satu parti lagi mainkan isu se',0,0,-0.3,1.0,tu+ni+kita+kena+tolak+dan+parti+mainkan+isu+sentimen+perkauman+parti+lagi+mainkan+isu+se
b'RT @esshankar1: @sarawak_report @2sayornot2say @FeldaLKTP Due to @PMOMalaysia Najib &amp; Felda Chairman Shahrir forcing investment in crony Pe',0,0,-0.5,1.0,sarawak_report+2sayornot2say+to+amp+forcing+investment+in+crony
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
"b'RT @sabatinidzue: Suami ckp smlm masa Solat Jumaat\n\nHabis solat, Imam baca doa.\n\nDah elok bahasa Arab, tiba - tiba..\n\nYa Allah, bantulah D'",1,1,0.15,1.0,ckp+smlm+masa+solat+baca+elok+bahasa+tiba+bantulah
b'RT @AriffNizam: Sebarkan ini. \n\nUndi Wee Ka Siong = UNDI NAJIB &amp; ROSMAH. \n\nPangkah KEADILAN. #BinaHarapan https://t.co/VX9tUukMAl',0,1,0,0.0,ini+amp
b'@asiahussainn Takde jerawat pulak tu. Patot mintak skincare tips kat najib',1,1,0,0.0,b+asiahussainn+jerawat+pulak+tu+mintak+skincare+kat+najib
b'RT @ZainudinMaidin: Keputusan Nik Omar anak Nik Aziz utk bertanding dikawasan bapanya sebagai calon MB kelantan mengugat dengan parahnya s',0,0,-0.4,1.0,anak+utk+bertanding+dikawasan+bapanya+sebagai+calon+kelantan+mengugat+dengan+parahnya
b'@__farahx @SyedSaddiq Cina tak boleh memerintah sbb dalam perlembagaan hanya melayu islam je boleh jadi perdana men https://t.co/Bu5ldkwzFQ',1,0,-0.3,2.0,b+farahx+tak+boleh+memerintah+sbb+dalam+perlembagaan+hanya+melayu+islam+je+boleh+jadi+perdana+men
"b""RT @adrianlimcheeen: 6 MINGGU BERTURUT-TURUT harga petrol dikekalkan. Paling lama sejak 'float system' diperkenalkan.\n\n(Sejak 22 Mac)\nRon95""",1,0,-0.5,1.0,b+adrianlimcheeen+harga barang+petrol+dikekalkan+lama+sejak+'float+system
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
b'Kenapa masih ada manusia yang back up Najib untuk skandal skandal yang jelas trang tang tang dalam mata............ https://t.co/6PYfOTgj5A',0,0,-0.6,2.0,masih+ada+manusia+yang+back+up+untuk+skandal+skandal+yang+jelas+trang+tang+tang+dalam+mata
b'Najib boleh mau lek sat kot.',0,1,0.3,1.0,boleh+mau+lek+sat+kot
b'RT @Rah61mad: RT @sweetcakceebo: Media Luar Negara melaporkan Najib Razak sebagai Menteri Kewangan TERBAIK ASIA.. https://t.co/KQGOkXalKQ',1,1,0,0.0,sweetcakceebo+melaporkan+sebagai
"b'RT @sabatinidzue: Suami ckp smlm masa Solat Jumaat\n\nHabis solat, Imam baca doa.\n\nDah elok bahasa Arab, tiba - tiba..\n\nYa Allah, bantulah D'",1,1,0.15,1.0,ckp+smlm+masa+solat+baca+elok+bahasa+tiba+bantulah
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
b'RT @Fred9Fareed: Sebab tu PRU 14 ni kita kena tolak UMNO dan PAS. Satu parti mainkan isu sentimen perkauman. Satu parti lagi mainkan isu se',0,0,-0.3,1.0,tu+ni+kita+kena+tolak+dan+parti+mainkan+isu+sentimen+perkauman+parti+lagi+mainkan+isu+se
b'RT @amirulruslan: Bloomberg Businessweeks Najib cover is a masterpiece of layout design journalism. https://t.co/4U3zR5VVHp',0,1,0.5,1.0,cover+is+a+masterpiece+of+layout+design+journalism
"b'Thus far, about RM 40 billion has been allocated from 2008 to 2018 to support non-Islamic places of worships. \n\nA v https://t.co/EtQXpZ00Ld'",1,1,0.3,2.0,far+about+billion+been+allocated+from+to+to+support+of+v
b'RT @LiewChinTong: Now I know the other reason why SPR came out with a rule that only photos of party leaders are allowed. SPR wants to ta',0,1,0.0,1.0,know+the+other+reason+why+came+out+with+a+rule+that+only+of+party+are+allowed+to+ta
b'Kenapa masih ada manusia yang back up Najib untuk skandal skandal yang jelas trang tang tang depan mata............ https://t.co/pgqGsSQd2Y',0,0,-0.6,2.0,masih+ada+manusia+yang+back+up+untuk+skandal+skandal+yang+jelas+trang+tang+tang+depan+mata
b'Malaysias election campaign kicks off.\nNajib leads his undefeated ruling coalition into arguably its toughest elec https://t.co/uZlaFmploN',0,0,-0.1,1.0,election+campaign+his+undefeated+ruling+coalition+into+arguably+toughest+elec
b'RT @ZamriN9: Najib ke yg bermaruah tu?? https://t.co/rhmMD3bXr7',0,1,0,0.0,ke+yg+bermaruah+tu
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
b'@Khairykj yg ni betul ke tak https://t.co/eV4FrC3KS8',0,0,-0.5,1.0,b+yg+ni+betul+ke+tak
"b'RT @tapaimalaya: All we want is a Malaysian government, not a Malay government sprinkled with spices and soy sauce, so you can fuck off and'",0,1,0.6,1.0,we+want+is+a+government+not+a+government+sprinkled+with+and+soy+sauce+so+you+can+fuck+off+and
"b'Thus far, about RM 40 billion has been allocated from 2008 to 2018 to support non-Islamic places of worships. \n\nA v https://t.co/NnnPblKCor'",1,1,0.3,2.0,far+about+billion+been+allocated+from+to+to+support+of+v
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
"b'RT @hanimomo: Too far-fetch to expect Umno to push Najib out of the party after GE, but watch out when Zahid is sidelined, H20 and SSK get'",1,0,-0.5,1.0,far-fetch+to+expect+to+push+out+of+the+party+after+but+watch+out+when+is+sidelined+and+get
b'RT @amirulruslan: Bloomberg Businessweeks Najib cover is a masterpiece of layout design journalism. https://t.co/4U3zR5VVHp',0,1,0.5,1.0,cover+is+a+masterpiece+of+layout+design+journalism
"b'RT @Abam_Win: Najib Dicabar Cucu Tun Ghafar Baba, Pesara Tentera Dan Kontraktor Di Pekan\n#undinegaraku\n#GE14\n#PRU14\n#HebatkanNegaraku'",1,1,0,0,
"b'RT @sabatinidzue: Suami ckp smlm masa Solat Jumaat\n\nHabis solat, Imam baca doa.\n\nDah elok bahasa Arab, tiba - tiba..\n\nYa Allah, bantulah D'",1,1,0.15,1.0,ckp+smlm+masa+solat+baca+elok+bahasa+tiba+bantulah
b'Orang kuat najib ni - makpah ',1,1,0.3,1.0,kuat+najib+ni+makpah
"b'RT @tapaimalaya: All we want is a Malaysian government, not a Malay government sprinkled with spices and soy sauce, so you can fuck off and'",0,1,0.6,1.0,we+want+is+a+government+not+a+government+sprinkled+with+and+soy+sauce+so+you+can+fuck+off+and
"b""RT @warabiyah: Pandikar will be speaker again if BN wins. And cabinet will be same old fat corrupted Najib's baruahs. I don't want that. So""",0,0,-0.3,2.0,b+warabiyah+will+be+speaker+again+if+cabinet+will+be+same+old+fat+corrupted+'s+baruahs+do+want+that
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
"b'Thus far, about RM 40 billion has been allocated from 2008 to 2018 to support non-Islamic places of worships. \n\nA v https://t.co/YGswGKzusA'",1,1,0.3,2.0,far+about+billion+been+allocated+from+to+to+support+of+v
b'RT @Actor_Vivek: Wrong news! Some one replaced the photo. It was originally Dr.Tun.M pic only. I m not a politician. But just a fan of Dr.M',0,0,-0.5,0.75,news+one+replaced+the+photo+originally+pic+only+m+not+a+politician+just+a+fan+of
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
"b'Thus far, about RM 40 billion has been allocated from 2008 to 2018 to support non-Islamic places of worships. \n\nA v https://t.co/0H4ItxiKiK'",1,1,0.3,2.0,far+about+billion+been+allocated+from+to+to+support+of+v
b'RT @meorizzulhaqim: @shafiq_amin96 @nano_napy @faisalmohd77 @john_saing @chedetofficial Najib keluar BN bermakna dalam lokap lah beliau. Ha',0,0,-0.2,1.0,shafiq_amin96+nano_napy+faisalmohd77+john_saing+chedetofficial+keluar+bermakna+dalam+lokap+lah+beliau
b'RT @Fred9Fareed: Sebab tu PRU 14 ni kita kena tolak UMNO dan PAS. Satu parti mainkan isu sentimen perkauman. Satu parti lagi mainkan isu se',0,0,-0.3,1.0,tu+ni+kita+kena+tolak+dan+parti+mainkan+isu+sentimen+perkauman+parti+lagi+mainkan+isu+se
b'RT @Actor_Vivek: Wrong news! Some one replaced the photo. It was originally Dr.Tun.M pic only. I m not a politician. But just a fan of Dr.M',0,0,-0.5,0.75,news+one+replaced+the+photo+originally+pic+only+m+not+a+politician+just+a+fan+of
b'RT @amirul_ashrafff: @TengkuRajaAlam1 @chedetofficial at least rakyat tak sakit waktu tun memerintah. najib? anak beranak kaya rakyat tak k',0,1,0.3,1.0,chedetofficial+at+least+rakyat+tak+sakit+waktu+tun mahathir+memerintah+najib+anak+beranak+kaya+rakyat+tak+k
b'RT @amirul_ashrafff: @TengkuRajaAlam1 @chedetofficial at least rakyat tak sakit waktu tun memerintah. najib? anak beranak kaya rakyat tak k',0,1,0.3,1.0,chedetofficial+at+least+rakyat+tak+sakit+waktu+tun mahathir+memerintah+najib+anak+beranak+kaya+rakyat+tak+k
"b'RT @yipsubri: Kalau Adnan still calon MB Pahang, aku doakan PH menang kat Pahang. Biar jadi macam Selangor. Macam-macam najib buat nak tari'",0,1,0.5,1.0,still+calon+aku+doakan+menang+kat+jadi+macam+najib+buat+nak+tari
"b'HALLUCINATE AT YOUR OWN PERIL: GE14 TURNING INTO AN ANTI-CLIMAX, CLAIMS PRO-NAJIB BLOG https://t.co/YsLKI2EDrl'",1,1,0,0,
b'RT @meorizzulhaqim: @shafiq_amin96 @nano_napy @faisalmohd77 @john_saing @chedetofficial Najib keluar BN bermakna dalam lokap lah beliau. Ha',0,0,-0.2,1.0,shafiq_amin96+nano_napy+faisalmohd77+john_saing+chedetofficial+keluar+bermakna+dalam+lokap+lah+beliau
b'Lemme rephrase your statement...PM Najib wasted no time to break EC law by announcing some cash handouts which is https://t.co/6zCSPITY7c',0,0,-0.2,1.0,b+me+rephrase+your+statement+wasted+no+time+to+break+law+by+announcing+some+cash+which+is
"b'RT @shafiq_amin96: @nano_napy @faisalmohd77 @john_saing @chedetofficial okay kita bgi second chance,nanti najib keluar BN,dia mengaku dia s'",0,1,1.0,0.5,shafiq_amin96+nano_napy+faisalmohd77+john_saing+chedetofficial+okay+kita+bgi+second+chance+nanti+najib+keluar+dia+mengaku+dia
b'RT @meorizzulhaqim: @shafiq_amin96 @nano_napy @faisalmohd77 @john_saing @chedetofficial Najib keluar BN bermakna dalam lokap lah beliau. Ha',0,0,-0.2,1.0,shafiq_amin96+nano_napy+faisalmohd77+john_saing+chedetofficial+keluar+bermakna+dalam+lokap+lah+beliau
b'RT @yindian5: Lemme rephrase your statement...PM Najib wasted no time to break EC law by announcing some cash handouts which is tantamount',0,0,-0.2,1.0,me+rephrase+your+statement+wasted+no+time+to+break+law+by+announcing+some+cash+which+is+tantamount
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
b'RT @amirul_ashrafff: @TengkuRajaAlam1 @chedetofficial at least rakyat tak sakit waktu tun memerintah. najib? anak beranak kaya rakyat tak k',0,1,0.3,1.0,chedetofficial+at+least+rakyat+tak+sakit+waktu+tun mahathir+memerintah+najib+anak+beranak+kaya+rakyat+tak+k
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
"b'RT @tapaimalaya: All we want is a Malaysian government, not a Malay government sprinkled with spices and soy sauce, so you can fuck off and'",0,1,0.6,1.0,we+want+is+a+government+not+a+government+sprinkled+with+and+soy+sauce+so+you+can+fuck+off+and
b'RT @Fred9Fareed: Sebab tu PRU 14 ni kita kena tolak UMNO dan PAS. Satu parti mainkan isu sentimen perkauman. Satu parti lagi mainkan isu se',0,0,-0.3,1.0,tu+ni+kita+kena+tolak+dan+parti+mainkan+isu+sentimen+perkauman+parti+lagi+mainkan+isu+se
b'RT @chedetofficial: Najib kata saya tak buat apa-apa pembangunan semasa saya jadi PM ? \n\nSaya setuju dengan dia.\n\nIni jawapan saya. https:/',0,0,-0.3,2.0,chedetofficial+kata+saya+tak+buat+apa-apa+pembangunan+semasa+saya+jadi+setuju+dengan+jawapan+saya
"b""RT @khalidkarim: I want PH to win cos;\n1)Only way to get to the bottom of the 1MDB story.\n2)Review of Najib's megaprojects can give us bett""",0,1,0.8,1.0,b+khalidkarim+want+to+win+n1+way+to+get+to+the+bottom+of+the+of+'s+megaprojects+can+give+bett
b'RT @amirulruslan: Bloomberg Businessweeks Najib cover is a masterpiece of layout design journalism. https://t.co/4U3zR5VVHp',0,1,0.5,1.0,cover+is+a+masterpiece+of+layout+design+journalism
b'Democratisation of education provides education access to people: Najib https://t.co/qh3woFW7ht https://t.co/acQJMJ35dR',1,1,0,0.0,of+education+provides+education+access+to+people
b'RT @napiez: Im gonna put my expectations low. BN to lose enough seats for UMNO to push Najib out. BN to win Ktan but lose Johor.',0,0,-0.024999999999999994,4.0,gon+na+put+my+low+to+lose+enough+for+to+push+out+to+win+but+lose
"b'RT @sabatinidzue: Suami ckp smlm masa Solat Jumaat\n\nHabis solat, Imam baca doa.\n\nDah elok bahasa Arab, tiba - tiba..\n\nYa Allah, bantulah D'",1,1,0.15,1.0,ckp+smlm+masa+solat+baca+elok+bahasa+tiba+bantulah
"b""RT @khalidkarim: I want PH to win cos;\n1)Only way to get to the bottom of the 1MDB story.\n2)Review of Najib's megaprojects can give us bett""",0,1,0.8,1.0,b+khalidkarim+want+to+win+n1+way+to+get+to+the+bottom+of+the+of+'s+megaprojects+can+give+bett
b'Jenis aku kalau Mahathir tak baik untuk this 5 years tukar la najib balik. Sebab depa akan try hard untuk memuaskan https://t.co/xudVIyhqAh',0,0,-0.1,2.0,aku+kalau+tak+baik+untuk+this+tukar+la+najib+balik+depa+akan+try+hard+untuk+memuaskan
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
"b'RT @syahredzan: Untuk PRU ini, walau parti manapun yang anda sokong, jika anda mahu lihat kerajaan baru, anda kena undi calon PH.\n\nSbg seor'",0,1,1.0,1.0,syahredzan+ini+walau+parti+manapun+yang+anda+sokong+jika+anda+mahu+lihat+kerajaan+baru+anda+kena+undi+calon+seor
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
b'RT @chedetofficial: Najib kata saya tak buat apa-apa pembangunan semasa saya jadi PM ? \n\nSaya setuju dengan dia.\n\nIni jawapan saya. https:/',0,0,-0.3,2.0,chedetofficial+kata+saya+tak+buat+apa-apa+pembangunan+semasa+saya+jadi+setuju+dengan+jawapan+saya
b'RT @chedetofficial: Najib kata saya tak buat apa-apa pembangunan semasa saya jadi PM ? \n\nSaya setuju dengan dia.\n\nIni jawapan saya. https:/',0,0,-0.3,2.0,chedetofficial+kata+saya+tak+buat+apa-apa+pembangunan+semasa+saya+jadi+setuju+dengan+jawapan+saya
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
"b""RT @limlipeng: It's official, I'm the parliamentary candidate for Kepong and need your votes to change the Najib's regime! #KitaMestiMenang""",0,0,-0.5,1.0,b+limlipeng+'s+official+'m+the+parliamentary+candidate+for+and+need+your+to+change+the+'s+regime
b'RT @bongkersz: Yang penting Najib bangga.\n\nhttps://t.co/H3x3CdheNY',1,1,0,0.0,penting
b'RT @deankadeer: @jebat_derhakar aku tanggung hutang yg mahathir buat dah 20 tahun.Byr tol dah 30 tahun.Najib tu anak murid Mahathir.Kau ing',1,1,0,0.0,jebat_derhakar+aku+tanggung+hutang+yg+tun mahathir+buat+dah+tol+dah+tu+anak+murid+ing
b'RT @Rah61mad: RT @sweetcakceebo: Media Luar Negara melaporkan Najib Razak sebagai Menteri Kewangan TERBAIK ASIA.. https://t.co/GsVghjoMKw',1,1,0,0.0,sweetcakceebo+melaporkan+sebagai
b'RT @amirul_ashrafff: @TengkuRajaAlam1 @chedetofficial at least rakyat tak sakit waktu tun memerintah. najib? anak beranak kaya rakyat tak k',0,1,0.3,1.0,chedetofficial+at+least+rakyat+tak+sakit+waktu+tun mahathir+memerintah+najib+anak+beranak+kaya+rakyat+tak+k
b'PRU14: Sering tukar kawasan pembangkang takikhlas-Najib https://t.co/OkrDbbqbI8 https://t.co/j0P2oK58sT',1,1,0,0.0,tukar+kawasan+pembangkang
b'RT @Fred9Fareed: Sebab tu PRU 14 ni kita kena tolak UMNO dan PAS. Satu parti mainkan isu sentimen perkauman. Satu parti lagi mainkan isu se',0,0,-0.3,1.0,tu+ni+kita+kena+tolak+dan+parti+mainkan+isu+sentimen+perkauman+parti+lagi+mainkan+isu+se
b'RT @bongkersz: Yang penting Najib bangga.\n\nhttps://t.co/H3x3CdheNY',1,1,0,0.0,penting
"b'RT @TheDukeofKL: Sejarah Hitam YB Khairy Jamaluddin Yang Tidak Diketahui Ramai\n\n1. Selepas kekalahan teruk BN dlm PRU12 pd 2008, berlaku de'",0,0,-0.4,2.0,kekalahan+teruk+dlm+pd+berlaku+de
b'@malaysiakini But I think NAJIB is the best of the best...',1,1,1.0,2.0,b+malaysiakini+think+is+the+best+of+the+best
b'Gelak penyangak  dan penipu https://t.co/uwvbKd9rY1',0,0,-1.0,1.0,penyangak+dan+penipu
"b'Wait a minute, tian chua was dq because he used to have a case at court which was settled and najibs name is in in https://t.co/U0urGgLvKR'",0,1,0,0.0,a+minute+tian+chua+dq+because+he+used+to+have+a+case+at+court+which+settled+and+najibs+name+is+in+in
b'RT @theSundaily: Democratisation of education provides education access to people: Najib https://t.co/qh3woFW7ht https://t.co/acQJMJ35dR',1,1,0,0.0,of+education+provides+education+access+to+people
b'RT @bongkersz: Yang penting Najib bangga.\n\nhttps://t.co/H3x3CdheNY',1,1,0,0.0,penting
"b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nSejak pembubaran Parlimen &amp; pelancaran #ManifestoBN, saya telah menj https://t.co/3ZGos4xcaH'",1,1,0,0.0,pembubaran+amp+pelancaran+saya+telah+menj
b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nSaya kongsi video sekitar penamaan calon bagi P.085 Pekan semalam. A https://t.co/nh4F8CTaX3',1,1,0,0.0,kongsi+video+sekitar+penamaan+calon+bagi+semalam
b'RT @AriffNizam: Sebarkan ini. \n\nUndi Wee Ka Siong = UNDI NAJIB &amp; ROSMAH. \n\nPangkah KEADILAN. #BinaHarapan https://t.co/VX9tUukMAl',0,1,0,0.0,ini+amp
"b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nDulu dia kutuk Anwar Ibrahim dahsyat dahsyat, saya nak sebut pun tak https://t.co/RXgszVp2A0'",1,1,0.8,2.0,dia+kutuk+dahsyat+dahsyat+saya+nak+sebut+pun+tak
"b'RT @faiizmdnoor: @mirchigo_ @ABGKYO Betapa teruknya najib sampai dia sanggup jilat balik ludah dia, see that way bro, how hard pemerintahan'",0,0,-0.4,2.0,mirchigo+teruknya+najib+sampai+dia+sanggup+jilat+balik+ludah+dia+see+that+way+bro+how+hard+pemerintahan
b'@SinghamIyer U meant still u believe that najib romba nallavu',0,1,0,0.0,b+meant+still+u+believe+that+najib+romba+nallavu
b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nSaya singgah buat lawatan mengejut ke bilik gerakan PDM Pasir Panjan https://t.co/mvpl3tyJfk',1,1,0,0.0,singgah+buat+lawatan+mengejut+ke+bilik+gerakan
b'RT @paulakahumbu: Pls join me in thanking CS Najib Balala @tunajibu 4 taking  swift &amp; public action on illegal development in #HellsGate it',1,0,-0.13333333333333333,3.0,join+me+in+thanking+tunajibu+taking+swift+amp+public+action+on+illegal+development+in+it
"b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nSekian lama Kit Siang kata kalau mereka berkuasa, mereka akan hadapk https://t.co/h4BjxP3TfU'",0,1,0,0.0,lama+kata+kalau+mereka+berkuasa+mereka+akan+hadapk
b'RT @bongkersz: Yang penting Najib bangga.\n\nhttps://t.co/H3x3CdheNY',1,1,0,0.0,penting
"b""Billboard with Najib's face all over Malaysia. Did people ever question how did BN paid for all of this. Big supple https://t.co/xHDhkxI1Yo""",0,1,0,0.0,b+with+'s+face+all+over+people+ever+question+how+did+paid+for+all+of+this+supple
"b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nTinjau operasi bilik gerakan DUN Bebar dan Peramu Jaya tadi, saya te https://t.co/s2csdapCeI'",1,1,0,0.0,operasi+bilik+gerakan+dan+tadi+saya+te
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nPembangkang tak utamakan perkhidmatan kepada rakyat bila pilih calon https://t.co/V1ttMag8nn',1,1,0,0.0,tak+utamakan+perkhidmatan+kepada+rakyat+bila+pilih+calon
b'RT @bongkersz: Yang penting Najib bangga.\n\nhttps://t.co/H3x3CdheNY',1,1,0,0.0,penting
"b""RT @sarawak_report: Leaked KPMG report shows Najib ignored serious warnings when he pushed through FELDA's purchase of his pal's plantation""",0,0,-0.333333333,1.0,b+sarawak_report+report+ignored+serious+when+he+pushed+through+'s+purchase+of+his+pal+'s+plantation
"b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nRM200 sebulan selama 3 bulan, prihatinnya Kerajaan Barisan Nasional https://t.co/2ETcQvibkI'",1,1,0,0.0,sebulan+selama+bulan+prihatinnya
"b'RT @yipsubri: Kalau Adnan still calon MB Pahang, aku doakan PH menang kat Pahang. Biar jadi macam Selangor. Macam-macam najib buat nak tari'",0,1,0.5,1.0,still+calon+aku+doakan+menang+kat+jadi+macam+najib+buat+nak+tari
"b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nTerima kasih kpd anggota-anggota Polis, Rela dan semua pegawai bertu https://t.co/wVsPQ1c5WE'",1,1,0.2,1.0,terima kasih+kpd+anggota-anggota+dan+semua+pegawai+bertu
"b'RT @sabatinidzue: Suami ckp smlm masa Solat Jumaat\n\nHabis solat, Imam baca doa.\n\nDah elok bahasa Arab, tiba - tiba..\n\nYa Allah, bantulah D'",1,1,0.15,1.0,ckp+smlm+masa+solat+baca+elok+bahasa+tiba+bantulah
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
"b'IF #BN WINS, #NAJIB WILL SELL #LANGKAWI TO PAY DEBTS, SAYS DR #MAHATHIR\n\nRead the full story on #MalaysiaDecides: https://t.co/CxzvmHmkVK'",0,1,0.6363636363636362,0.55,the+full+story+on
b'RT @amirulruslan: Bloomberg Businessweeks Najib cover is a masterpiece of layout design journalism. https://t.co/4U3zR5VVHp',0,1,0.5,1.0,cover+is+a+masterpiece+of+layout+design+journalism
"b'RT @sabatinidzue: Suami ckp smlm masa Solat Jumaat\n\nHabis solat, Imam baca doa.\n\nDah elok bahasa Arab, tiba - tiba..\n\nYa Allah, bantulah D'",1,1,0.15,1.0,ckp+smlm+masa+solat+baca+elok+bahasa+tiba+bantulah
"b'RT @msiadecides: IF #BN WINS, #NAJIB WILL SELL #LANGKAWI TO PAY DEBTS, SAYS DR #MAHATHIR\n\nRead the full story on #MalaysiaDecides: https://'",0,1,0.6363636363636362,0.55,the+full+story+on
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
"b""you zhangjing did more for malaysia than najib razak don't @ me""",0,1,0,0.0,b+you+zhangjing+did+more+for+malaysia+than+najib+razak+do+me
"b'RT @Abam_Win: #undinegaraku Drama minta simpati. Kedai roti lingkup la, ada orang sabotaj la. Pasal pesawat kena sabotaj tu, rupanya tayar'",0,0,-0.46666666666666673,3.0,undinegaraku+minta+simpati+roti+lingkup+la+ada+orang+sabotaj+la+pesawat+kena+sabotaj+tu+rupanya+tayar
"b'RT @Abam_Win: #undinegaraku Drama minta simpati. Kedai roti lingkup la, ada orang sabotaj la. Pasal pesawat kena sabotaj tu, rupanya tayar'",0,0,-0.46666666666666673,3.0,undinegaraku+minta+simpati+roti+lingkup+la+ada+orang+sabotaj+la+pesawat+kena+sabotaj+tu+rupanya+tayar
b'RT @amirulruslan: Bloomberg Businessweeks Najib cover is a masterpiece of layout design journalism. https://t.co/4U3zR5VVHp',0,1,0.5,1.0,cover+is+a+masterpiece+of+layout+design+journalism
"b""Saya setuju dengan Dato' Seri Najib, hebat sungguh negaraku.\n\n1. 1MDB: Skandal kewangangan terbesar dalam sejarah d https://t.co/1qZuEXiXC9""",0,0,-0.2,2.0,b+setuju+dengan+hebat+sungguh+kewangangan+terbesar+dalam+sejarah hitam+d
"b""Saya setuju dengan Dato' Seri Najib, hebat sungguh negaraku.\n\n1. 1MDB: Skandal kewangangan terbesar dalam sejarah d https://t.co/KVc9O50AtZ""",0,0,-0.2,2.0,b+setuju+dengan+hebat+sungguh+kewangangan+terbesar+dalam+sejarah hitam+d
"b'RT @Abam_Win: #undinegaraku Drama minta simpati. Kedai roti lingkup la, ada orang sabotaj la. Pasal pesawat kena sabotaj tu, rupanya tayar'",0,0,-0.46666666666666673,3.0,undinegaraku+minta+simpati+roti+lingkup+la+ada+orang+sabotaj+la+pesawat+kena+sabotaj+tu+rupanya+tayar
